ID,UnitName,FactionName,FactionID
7425,Fire Resistance Totem III,"PLAYER, Troll",9
7427,Taim Ragetotem,Frostwolf Clan,729
7428,Frostmaul Giant,Giant,511
7429,Frostmaul Preserver,Giant,511
7430,Frostsaber Cub,Monster,14
7431,Frostsaber,Monster,14
7432,Frostsaber Stalker,Monster,14
7433,Frostsaber Huntress,Monster,14
7434,Frostsaber Pride Watcher,Monster,14
7438,Winterfall Ursa,Furbolg,65
7439,Winterfall Shaman,Furbolg,65
7440,Winterfall Den Watcher,Furbolg,65
7441,Winterfall Totemic,Furbolg,65
7442,Winterfall Pathfinder,Furbolg,65
7443,Shardtooth Mauler,Monster,14
7444,Shardtooth Bear,Monster,14
7445,Elder Shardtooth,Monster,14
7446,Rabid Shardtooth,Monster,14
7447,Fledgling Chillwind,Monster,14
7448,Chillwind Chimaera,Monster,14
7449,Chillwind Ravager,Monster,14
7450,Ragged Owlbeast,Monster,14
7451,Raging Owlbeast,Monster,14
7452,Crazed Owlbeast,Monster,14
7453,Moontouched Owlbeast,Monster,14
7454,Berserk Owlbeast,Monster,14
7455,Winterspring Owl,Creature,7
7456,Winterspring Screecher,Creature,7
7457,Rogue Ice Thistle,Monster,14
7458,Ice Thistle Yeti,Monster,14
7459,Ice Thistle Matriarch,Monster,14
7460,Ice Thistle Patriarch,Monster,14
7461,Hederine Initiate,Demon,73
7462,Hederine Manastalker,Demon,73
7463,Hederine Slayer,Demon,73
7464,Magma Totem II,"PLAYER, Orc",2
7465,Magma Totem III,"PLAYER, Tauren ",6
7466,Magma Totem IV,"PLAYER, Troll",9
7467,Nature Resistance Totem,"PLAYER, Orc",2
7468,Nature Resistance Totem II,"PLAYER, Orc",2
7469,Nature Resistance Totem III,"PLAYER, Troll",9
7483,Windfury Totem II,"PLAYER, Troll",9
7484,Windfury Totem III,"PLAYER, Orc",2
7485,Nargatt,Orgrimmar,76
7486,Grace of Air Totem,"PLAYER, Orc",2
7487,Grace of Air Totem II,"PLAYER, Tauren ",6
7489,Silverpine Deathguard,Undercity,68
7505,Bloodmage Drazial,Friendly,31
7506,Bloodmage Lynnore,Friendly,31
7523,Suffering Highborne,"Undead, Scourge",20
7524,Anguished Highborne,"Undead, Scourge",20
7527,Goblin Land Mine,Escortee,40
7543,Dark Whelpling,"PLAYER, Human",1
7544,Crimson Whelpling,"PLAYER, Gnome",8
7545,Emerald Whelpling,"PLAYER, Human",1
7549,Tree Frog,"PLAYER, Human",1
7550,Wood Frog,"PLAYER, Night Elf",4
7553,Great Horned Owl,Ambient,148
7555,Hawk Owl,Ambient,148
7560,Snowshoe Rabbit,"PLAYER, Human",1
7562,Brown Snake,Ambient,148
7564,Marin Noggenfogger,Gadgetzan,369
7565,Black Kingsnake,Ambient,148
7566,Scarlet Snake,Scarlet Crusade,56
7567,Crimson Snake,Ambient,148
7568,Ribbon Snake,Monster,14
7569,Green Water Snake,Monster,14
7572,Fallen Hero of the Horde,Friendly,31
7583,Sprinkle,Gadgetzan,369
7584,Wandering Forest Walker,Creature,7
7603,Leprous Assistant,"Gnome, Leper",53
7604,Sergeant Bly,Friendly,31
7605,Raven,Friendly,31
7606,Oro Eyegouge,Friendly,31
7607,Weegli Blastfuse,Friendly,31
7608,Murta Grimgut,Friendly,31
7623,Dispatch Commander Ruag,Orgrimmar,76
7643,Bengor,Orgrimmar,76
7664,Razelikh the Defiler,Beast - Spider,22
7665,Grol the Destroyer,Ogre,38
7666,Archmage Allistarj,Monster,14
7667,Lady Sevine,Monster,14
7668,Servant of Razelikh,Demon,73
7669,Servant of Grol,Demon,73
7670,Servant of Allistarj,Demon,73
7671,Servant of Sevine,Demon,73
7683,Alessandro Luca,Undercity,68
7684,Riding Tiger (Yellow),Friendly,31
7686,Riding Tiger (Red),Friendly,31
7687,Spotted Frostsaber,Friendly,31
7690,Striped Nightsaber,Friendly,31
7707,Turquoise Raptor,Friendly,31
7708,Violet Raptor,Friendly,31
7714,Innkeeper Byula,Orgrimmar,76
7724,Senior Surveyor Fizzledowser,Gadgetzan,369
7725,Grimtotem Raider,Monster,14
7726,Grimtotem Naturalist,Monster,14
7727,Grimtotem Shaman,Monster,14
7728,Kirith the Damned,Demon,73
7729,Spirit of Kirith,Friendly,31
7730,Stonetalon Grunt,Orgrimmar,76
7731,Innkeeper Jayka,Orgrimmar,76
7732,Dupe Bug,Gnomeregan Bug,389
7733,Innkeeper Fizzgrimble,Gadgetzan,369
7734,Ilifar,Beast - Spider,22
7735,Felcular,Monster,14
7736,Innkeeper Shyria,Darnassus,69
7737,Innkeeper Greul,Orgrimmar,76
7738,Burning Servant,Monster,14
7739,Red Mechanostrider,Friendly,31
7740,Gracina Spiritmight,Darnassus,69
7744,Innkeeper Thulfram,Wildhammer Clan,471
7749,Blue Mechanostrider,Friendly,31
7750,Corporal Thund Splithoof,Friendly,31
7763,Curgle Cranklehop,Friendly,31
7764,Troyas Moonbreeze,Darnassus,69
7765,Rockbiter,Darnassus,69
7766,Tyrion,Gnomeregan Exiles,54
7767,Witherbark Felhunter,"Troll, Witherbark",82
7768,Witherbark Bloodling,Beast - Spider,22
7769,Hazzali Parasite,Silithid,249
7770,Winkey,Friendly,31
7771,Marvon Rivetseeker,Gadgetzan,369
7772,Kalin Windflight,Friendly,31
7773,Marli Wishrunner,Friendly,31
7774,Shay Leafrunner,Darnassus,69
7775,Gregan Brewspewer,Friendly,31
7776,Talo Thornhoof,Thunder Bluff,81
7777,Rok Orhan,Orgrimmar,76
7778,Doran Steelwing,Wildhammer Clan,471
7779,Priestess Tyriona,Stormwind,72
7780,Rin'ji,Darkspear Trolls,530
7783,Loramus Thalipedes,Friendly,31
7784,Homing Robot OOX-17/TN,Friendly,31
7785,Ward of Zum'rah,"Troll, Frostmane",33
7786,Skeleton of Zum'rah,"Troll, Frostmane",33
7787,Sandfury Slave,"Troll, Frostmane",33
7788,Sandfury Drudge,"Troll, Frostmane",33
7789,Sandfury Cretin,"Troll, Frostmane",33
7790,Orokk Omosh,Orgrimmar,76
7792,Aturk the Anvil,Orgrimmar,76
7793,Ox,Thunder Bluff,81
7794,McGavan,Booty Bay,21
7795,Hydromancer Velratha,"Troll, Frostmane",33
7796,Nekrum Gutchewer,"Troll, Frostmane",33
7797,Ruuzlu,"Troll, Frostmane",33
7798,Hank the Hammer,Stormwind,72
7799,Gimblethorn,Gadgetzan,369
7800,Mekgineer Thermaplugg,"Gnome, Leper",53
7801,Gilveradin Sunchaser,Friendly,31
7802,Galvan the Ancient,Friendly,31
7803,Scorpid Duneburrower,Scorpid,309
7804,Trenton Lighthammer,Gadgetzan,369
7805,Wastewander Scofflaw,Monster,14
7806,Homing Robot OOX-09/HL,Friendly,31
7807,Homing Robot OOX-22/FE,Friendly,31
7808,Marauding Owlbeast,Monster,14
7809,Vilebranch Ambusher,"Troll, Vilebranch",572
7823,Bera Stonehammer,Stormwind,72
7824,Bulkrek Ragefist,Orgrimmar,76
7825,Oran Snakewrithe,Undercity,68
7826,Ambassador Ardalan,Booty Bay,21
7843,Gnomeregan Evacuee,Gnomeregan Exiles,54
7844,Fire Nova Totem IV,"PLAYER, Tauren ",6
7845,Fire Nova Totem V,"PLAYER, Tauren ",6
7846,Teremus the Devourer,Monster,14
7847,Caliph Scorpidsting,Monster,14
7848,Lurking Feral Scar,Monster,14
7849,Mobile Alert System,"Gnome, Leper",53
7850,Kernobee,Friendly,31
7851,Nethergarde Elite,Stormwind,72
7852,Pratt McGrubben,Stormwind,72
7853,Scooty,Booty Bay,21
7854,Jangdor Swiftstrider,Thunder Bluff,81
7855,Southsea Pirate,Southsea Freebooters,573
7856,Southsea Freebooter,Southsea Freebooters,573
7857,Southsea Dock Worker,Southsea Freebooters,573
7858,Southsea Swashbuckler,Southsea Freebooters,573
7863,Dream Vision,Monster,14
7864,Lingering Highborne,"Undead, Scourge",20
7865,Wildhammer Sentry,Wildhammer Clan,471
7866,Peter Galen,Stormwind,72
7867,Thorkaf Dragoneye,Orgrimmar,76
7868,Sarah Tanner,Stormwind,72
7869,Brumn Winterhoof,Thunder Bluff,81
7870,Caryssia Moonhunter,Darnassus,69
7871,Se'Jib,Orgrimmar,76
7872,Death's Head Cultist,"Quilboar, Razorfen",109
7873,Razorfen Battleguard,"Quilboar, Razorfen",109
7874,Razorfen Thornweaver,"Quilboar, Razorfen",109
7875,Hadoken Swiftstrider,Thunder Bluff,81
7876,Tran'rek,Gadgetzan,369
7877,Latronicus Moonspear,Darnassus,69
7878,Vestia Moonspear,Darnassus,69
7879,Quintis Jonespyre,Darnassus,69
7880,Ginro Hearthkindle,Darnassus,69
7881,Stoley,Gadgetzan,369
7882,Security Chief Bilgewhizzle,Gadgetzan,369
7883,Andre Firebeard,Southsea Freebooters,573
7884,Fraggar Thundermantle,Wildhammer Clan,471
7885,Spitelash Battlemaster,Naga,60
7886,Spitelash Enchantress,Naga,60
7895,Ambassador Bloodrage,Beast - Wolf,29
7897,Alarm-a-bomb 2600,Trogg,32
7899,Treasure Hunting Pirate,Monster,14
7900,Angelas Moonbreeze,Darnassus,69
7901,Treasure Hunting Swashbuckler,Monster,14
7902,Treasure Hunting Buccaneer,Monster,14
7903,Jewel,Darnassus,69
7904,Jacob,Darnassus,69
7907,Daryn Lightwind,Darnassus,69
7915,Walking Bomb,"Gnome, Leper",53
7916,Erelas Ambersky,Darnassus,69
7917,Brother Sarno,Stormwind,72
7918,Stone Watcher of Norgannon,Friendly,31
7936,Lyon Mountainheart,Ironforge,47
7937,High Tinker Mekkatorque,Gnomeregan Exiles,54
7939,Feathermoon Sentinel,Darnassus,69
7940,Darnall,Cenarion Circle,609
7941,Mardrack Greenwell,Darnassus,69
7942,Faralorn,Darnassus,69
7943,Harklane,Darnassus,69
7944,Tinkmaster Overspark,Gnomeregan Exiles,54
7945,Savanne,Darnassus,69
7946,Brannock,Darnassus,69
7947,Vivianna,Darnassus,69
7948,Kylanna Windwhisper,Darnassus,69
7949,Xylinnia Starshine,Darnassus,69
7950,Master Mechanic Castpipe,Gnomeregan Exiles,54
7952,Zjolnir,Darkspear Trolls,530
7953,Xar'Ti,Darkspear Trolls,530
7954,Binjy Featherwhistle,Gnomeregan Exiles,54
7955,Milli Featherwhistle,Gnomeregan Exiles,54
7956,Kindal Moonweaver,Darnassus,69
7957,Jer'kai Moonweaver,Darnassus,69
7975,Mulgore Protector,Thunder Bluff,81
7976,Thalgus Thunderfist,Ironforge,47
7977,Gammerita,Monster,14
7978,Bimble Longberry,Gnomeregan Exiles,54
7980,Deathguard Elite,Undercity,68
7995,Vile Priestess Hexx,"Troll, Frostmane",33
7996,Qiaga the Keeper,"Troll, Frostmane",33
7997,Captured Sprite Darter,Alliance Generic,189
7998,Blastmaster Emi Shortfuse,Friendly,31
7999,Tyrande Whisperwind,Darnassus,69
8015,Ashenvale Sentinel,Darnassus,69
8016,Barrens Guard,Orgrimmar,76
8017,Sen'jin Guardian,Darkspear Trolls,530
8018,Guthrum Thunderfist,Wildhammer Clan,471
8019,Fyldren Moonfeather,Darnassus,69
8020,Shyn,Thunder Bluff,81
8021,Orwin Gizzmick,Orgrimmar,76
8022,Thadius Grimshade,Ironforge,47
8023,Sharpbeak,Alliance Generic,189
8024,Sharpbeak's Father,Wildhammer Clan,471
8025,Sharpbeak's Mother,Wildhammer Clan,471
8026,Thyn'tel Bladeweaver,Darnassus,69
8035,Dark Iron Land Mine,"Gnome, Leper",53
8055,Thelsamar Mountaineer,Ironforge,47
8075,Edana Hatetalon,Harpy,409
8095,Sul'lithuz Sandcrawler,"Troll, Frostmane",33
8096,Protector of the People,Stormwind,72
8115,Witch Doctor Uzer'i,Darkspear Trolls,530
8116,Ziggle Sparks,Beast - Wolf,29
8117,Wizbang Booms,Friendly,31
8118,Lillian Singh,Friendly,31
8119,Zikkel,Ratchet,470
8120,Sul'lithuz Abomination,"Troll, Frostmane",33
8121,Jaxxil Sparks,Beast - Wolf,29
8122,Kizzak Sparks,Beast - Wolf,29
8123,Rickle Goldgrubber,Booty Bay,21
8124,Qizzik,Gadgetzan,369
8125,Dirge Quikcleave,Gadgetzan,369
8126,Nixx Sprocketspring,Gadgetzan,369
8127,Antu'sul,"Troll, Frostmane",33
8128,Pikkle,Gadgetzan,369
8129,Wrinkle Goodsteel,Gadgetzan,369
8130,Sul'lithuz Hatchling,Monster,14
8131,Blizrik Buckshot,Gadgetzan,369
8136,Lord Shalzaru,Naga,60
8137,Gikkix,Gadgetzan,369
8138,Sul'lithuz Broodling,Monster,14
8139,Jabbey,Gadgetzan,369
8140,Brother Karman,"Human, Theramore",108
8141,Captain Evencane,"Human, Theramore",108
8142,Jannos Lighthoof,Thunder Bluff,81
8143,Loorana,Thunder Bluff,81
8144,Kulleg Stonehorn,Thunder Bluff,81
8145,Sheendra Tallgrass,Thunder Bluff,81
8146,Ruw,Thunder Bluff,81
8147,Camp Mojache Brave,Thunder Bluff,81
8149,Sul'lithuz Warder,"Troll, Frostmane",33
8150,Janet Hommers,Stormwind,72
8151,Nijel's Point Guard,Stormwind,72
8152,Harnor,Thunder Bluff,81
8153,Narv Hidecrafter,Thunder Bluff,81
8154,Ghost Walker Brave,Thunder Bluff,81
8155,Kargath Grunt,Orgrimmar,76
8156,Servant of Antu'sul,"Troll, Frostmane",33
8157,Logannas,Darnassus,69
8158,Bronk,Thunder Bluff,81
8159,Worb Strongstitch,Thunder Bluff,81
8160,Nioma,Wildhammer Clan,471
8161,Harggan,Wildhammer Clan,471
8176,Gharash,Orgrimmar,76
8177,Rartar,Orgrimmar,76
8178,Nina Lightbrew,Stormwind,72
8179,Greater Healing Ward,"Troll, Frostmane",33
8199,Warleader Krazzilak,Beast - Spider,22
8200,Jin'Zallah the Sandbringer,"Troll, Frostmane",33
8201,Omgorn the Lost,Beast - Spider,22
8202,Cyclok the Mad,Beast - Wolf,29
8203,Kregg Keelhaul,Monster,14
8204,Soriid the Devourer,Silithid,249
8205,Haarka the Ravenous,Beast - Spider,22
8207,Greater Firebird,Beast - Carrion Bird,669
8208,Murderous Blisterpaw,Beast - Wolf,29
8210,Razortalon,Monster,14
8211,Old Cliff Jumper,Beast - Wolf,29
8212,The Reak,Beast - Wolf,29
8213,Ironback,Beast - Wolf,29
8214,Jalinde Summerdrake,Silvermoon Remnant,269
8215,Grimungous,Monster,14
8216,Retherokk the Berserker,"Troll, Vilebranch",572
8217,Mith'rethis the Enchanter,Monster,14
8218,Witherheart the Stalker,Beast - Wolf,29
8219,Zul'arek Hatefowler,"Troll, Vilebranch",572
8236,Muck Frenzy,Monster,14
8256,Curator Thorius,Ironforge,47
8257,Oozeling,Monster,14
8276,Soaring Razorbeak,Friendly,31
8277,Rekk'tilac,Beast - Spider,22
8278,Smoldar,Elemental,74
8279,Faulty War Golem,Monster,14
8280,Shleipnarr,Demon,73
8281,Scald,Elemental,74
8282,Highlord Mastrogonde,Blackfathom,88
8283,Slave Master Blackheart,"Dwarf, Dark Iron",48
8284,Dorius Stonetender,Escortee,40
8296,Mojo the Twisted,Ogre,38
8297,Magronos the Unyielding,Monster,14
8298,Akubar the Seer,Lost Ones,45
8299,Spiteflayer,Beast - Carrion Bird,669
8300,Ravage,Beast - Spider,22
8301,Clack the Reaver,Scorpid,309
8302,Deatheye,Basilisk,43
8303,Grunter,Monster,14
8304,Dreadscorn,Demon,73
8305,Kixxle,Booty Bay,21
8306,Duhng,Orgrimmar,76
8307,Tarban Hearthgrain,Thunder Bluff,81
8308,Alenndaar Lapidaar,Darnassus,69
8309,Carlo Aurelius,Ravenholdt,349
8310,Watcher Wollpert,Stormwind,72
8311,Slime Maggot,Creature,7
8317,Atal'ai Deathwalker's Spirit,Spirit,75
8318,Atal'ai Slave,"Troll, Frostmane",33
8319,Nightmare Whelp,"Dragonflight, Green",44
8320,Sprok,Booty Bay,21
8324,Atal'ai Skeleton,Monster,14
8336,Hakkari Sapper,Monster,14
8337,Dark Iron Steelshifter,"Dwarf, Dark Iron",48
8338,Dark Iron Marksman,"Dwarf, Dark Iron",48
8356,Chesmu,Thunder Bluff,81
8357,Atepa,Thunder Bluff,81
8358,Hewa,Thunder Bluff,81
8359,Ahanu,Thunder Bluff,81
8360,Elki,Thunder Bluff,81
8361,Chepi,Thunder Bluff,81
8362,Kuruk,Thunder Bluff,81
8363,Shadi Mistrunner,Thunder Bluff,81
8364,Pakwa,Thunder Bluff,81
8376,Mechanical Chicken,"PLAYER, Human",1
8378,Alexandra Blazen,Friendly,31
8379,Archmage Xylem,Friendly,31
8380,Captain Vanessa Beltis,Friendly,31
8381,Lindros,Friendly,31
8382,Patrick Mills,Friendly,31
8383,Master Wood,Stormwind,72
8384,Deep Lurker,Monster,14
8385,Mura Runetotem,Thunder Bluff,81
8386,Horizon Scout Crewman,Friendly,31
8387,Horizon Scout First Mate,Beast - Wolf,29
8388,Horizon Scout Cook,Beast - Wolf,29
8389,Horizon Scout Engineer,Beast - Wolf,29
8390,Chemist Cuely,Undercity,68
8391,Lathoric the Black,Monster,14
8392,Pilot Xiggs Fuselighter,Friendly,31
8393,Thersa Windsong,Thunder Bluff,81
8394,Roland Geardabbler,Beast - Wolf,29
8395,Sanath Lim-yo,Friendly,31
8396,Sentinel Dalia Sunblade,Darnassus,69
8397,Sentinel Keldara Sunblade,Darnassus,69
8398,Ohanko,Thunder Bluff,81
8399,Nyrill,Friendly,31
8400,Obsidion,Monster,14
8401,Halpa,Thunder Bluff,81
8402,Enslaved Archaeologist,Booty Bay,21
8403,Jeremiah Payson,Undercity,68
8404,Xan'tish,Orgrimmar,76
8405,Ogtinc,Friendly,31
8408,Warlord Krellian,Naga,60
8409,Caravan Master Tset,Naga,60
8416,Felix Whindlebolt,Gnomeregan Exiles,54
8417,Dying Archaeologist,Booty Bay,21
8418,Falla Sagewind,Friendly,31
8419,Twilight Idolater,Monster,14
8420,Kim'jael,Booty Bay,21
8421,Dorius,Beast - Gorilla,58
8436,Zamael Lunthistle,Alliance Generic,189
8437,Hakkari Minion,Monster,14
8438,Hakkari Bloodkeeper,Monster,14
8439,Nilith Lokrav,Friendly,31
8440,Shade of Hakkar,Beast - Wolf,29
8441,Raze,Friendly,31
8442,Shadowsilk Poacher,Shadowsilk Poacher,449
8443,Avatar of Hakkar,Monster,14
8444,Trade Master Kovic,Shadowsilk Poacher,449
8446,Xiggs Fuselighter's Flyingmachine,Ironforge,47
8447,Clunk,Shadowsilk Poacher,449
8477,Skeletal Servant,"Undead, Scourge",20
8478,Second Mate Shandril,Beast - Wolf,29
8479,Kalaran Windblade,Friendly,31
8496,Liv Rizzlefix,Ratchet,470
8497,Nightmare Suppressor,"Dragonflight, Green",44
8503,Gibblewilt,"Gnome, Leper",53
8504,Dark Iron Sentry,"Dwarf, Dark Iron",48
8506,Eranikus the Chained,Friendly,31
8507,Tymor,Ironforge,47
8508,Gretta Ganter,Ironforge,47
8509,Squire Maltrake,Friendly,31
8510,Atal'ai Totem,Friendly,31
8516,Belnistrasz,Friendly,31
8517,Xiggs Fuselighter,Ironforge,47
8518,Rynthariel the Keymaster,Darnassus,69
8519,Blighted Surge,Elemental,74
8520,Plague Ravager,Elemental,74
8521,Blighted Horror,Elemental,74
8522,Plague Monstrosity,Elemental,74
8523,Scourge Soldier,"Undead, Scourge",20
8524,Cursed Mage,"Undead, Scourge",20
8525,Scourge Warder,"Undead, Scourge",20
8526,Dark Caster,"Undead, Scourge",20
8527,Scourge Guard,"Undead, Scourge",20
8528,Dread Weaver,"Undead, Scourge",20
8529,Scourge Champion,"Undead, Scourge",20
8530,Cannibal Ghoul,"Undead, Scourge",20
8531,Gibbering Ghoul,"Undead, Scourge",20
8532,Diseased Flayer,"Undead, Scourge",20
8534,Putrid Gargoyle,"Undead, Scourge",20
8535,Putrid Shrieker,"Undead, Scourge",20
8538,Unseen Servant,"Undead, Scourge",20
8539,Eyeless Watcher,"Undead, Scourge",20
8540,Torn Screamer,"Undead, Scourge",20
8541,Hate Shrieker,"Undead, Scourge",20
8542,Death Singer,"Undead, Scourge",20
8543,Stitched Horror,"Undead, Scourge",20
8544,Gangled Golem,"Undead, Scourge",20
8545,Abomination,"Undead, Scourge",20
8546,Dark Adept,"Undead, Scourge",20
8547,Death Cultist,"Undead, Scourge",20
8548,Vile Tutor,"Undead, Scourge",20
8550,Shadowmage,"Undead, Scourge",20
8551,Dark Summoner,"Undead, Scourge",20
8553,Necromancer,"Undead, Scourge",20
8554,Chief Sharptusk Thornmantle,Monster,14
8555,Crypt Fiend,"Undead, Scourge",20
8556,Crypt Walker,"Undead, Scourge",20
8557,Crypt Horror,"Undead, Scourge",20
8558,Crypt Slayer,"Undead, Scourge",20
8560,Mossflayer Scout,"Troll, Frostmane",33
8561,Mossflayer Shadowhunter,"Troll, Frostmane",33
8562,Mossflayer Cannibal,"Troll, Frostmane",33
8563,Woodsman,Silvermoon Remnant,269
8564,Ranger,Silvermoon Remnant,269
8565,Pathstrider,Silvermoon Remnant,269
8566,Dark Iron Lookout,"Dwarf, Dark Iron",48
8567,Glutton,"Quilboar, Razorfen",109
8576,Ag'tor Bloodfist,Orgrimmar,76
8578,Magus Rimtori,Monster,14
8579,Yeh'kinya,Gadgetzan,369
8580,Atal'alarion,Monster,14
8581,Blood Elf Defender,Naga,60
8582,Kadrak,Orgrimmar,76
8583,Dirania Silvershine,Darnassus,69
8584,Iverron,Darnassus,69
8585,Frost Spectre,"Quilboar, Razorfen",109
8586,Haggrum Bloodfist,Horde Generic,66
8587,Jediga,Orgrimmar,76
8588,Umbranse the Spiritspeaker,Friendly,31
8596,Plaguehound Runt,Monster,14
8597,Plaguehound,Monster,14
8598,Frenzied Plaguehound,Monster,14
8600,Plaguebat,Monster,14
8601,Noxious Plaguebat,Monster,14
8602,Monstrous Plaguebat,Monster,14
8603,Carrion Grub,Creature,7
8605,Carrion Devourer,Creature,7
8606,Living Decay,Monster,14
8607,Rotting Sludge,Monster,14
8608,Angered Infernal,Demon,73
8609,Alexandra Constantine,Stormwind,72
8610,Kroum,Orgrimmar,76
8611,Idol Room Spawner,Friendly,31
8612,Screecher Spirit,Friendly,31
8615,Mithril Dragonling,"PLAYER, Human",1
8616,Infernal Servant,Demon,73
8617,Zalashji,Friendly,31
8636,Morta'gya the Keeper,"Troll, Frostmane",33
8637,Dark Iron Watchman,"Dwarf, Dark Iron",48
8656,Hukku's Voidwalker,"Troll, Frostmane",33
8657,Hukku's Succubus,"Troll, Frostmane",33
8658,Hukku's Imp,"Troll, Frostmane",33
8659,Jes'rimon,Darkspear Trolls,530
8660,The Evalcharr,Monster,14
8661,Auctioneer Beardo,Gadgetzan,369
8662,Idol Oven Fire Target,Friendly,31
8664,Saern Priderunner,Thunder Bluff,81
8665,Shylenai,Darnassus,69
8666,Lil Timmy,Stormwind,72
8667,Gusting Vortex,Elemental,74
8668,Felhound Tracker,Demon,73
8669,Auctioneer Tolon,Darnassus,69
8670,Auctioneer Chilton,Stormwind,72
8671,Auctioneer Buckler,Ironforge,47
8672,Auctioneer Leeka,Undercity,68
8673,Auctioneer Thathung,Orgrimmar,76
8674,Auctioneer Stampi,Thunder Bluff,81
8675,Felbeast,Demon,73
8678,Jubie Gadgetspring,Friendly,31
8679,Knaz Blunderflame,Friendly,31
8680,Massive Infernal,Demon,73
8681,Outfitter Eric,Gnomeregan Exiles,54
8696,Henry Stern,Friendly,31
8716,Dreadlord,Demon,73
8717,Felguard Elite,Demon,73
8718,Manahound,Demon,73
8719,Auctioneer Fitch,Stormwind,72
8720,Auctioneer Redmuse,Ironforge,47
8721,Auctioneer Epitwee,Undercity,68
8722,Auctioneer Gullem,Thunder Bluff,81
8723,Auctioneer Golothas,Darnassus,69
8724,Auctioneer Wabang,Orgrimmar,76
8736,Buzzek Bracketswing,Gadgetzan,369
8737,Linken,Friendly,31
8738,Vazario Linkgrease,Ratchet,470
8756,Raytaf,Escortee,40
8757,Shahiar,Escortee,40
8758,Zaman,Escortee,40
8759,Mosshoof Runner,Creature,7
8760,Mosshoof Stag,Creature,7
8761,Mosshoof Courser,Creature,7
8762,Timberweb Recluse,Beast - Spider,22
8763,Mistwing Rogue,Monster,14
8764,Mistwing Ravager,Monster,14
8766,Forest Ooze,Monster,14
8767,Sah'rhee,Friendly,31
8776,Emerald Dragon Whelp,Monster,14
8816,Deathly Usher,Friendly,31
8836,Battle Chicken,"PLAYER, Night Elf",4
8837,Muck Splash,Elemental,74
8856,Tyrion's Spybot,Gnomeregan Exiles,54
8876,Sandfury Acolyte,Monster,14
8877,Sandfury Zealot,"Troll, Frostmane",33
8878,Muuran,Thunder Bluff,81
8879,Royal Historian Archesonus,Ironforge,47
8881,Riding Ram,Friendly,31
8882,Riding Tiger,Friendly,31
8883,Riding Horse,Friendly,31
8884,Skeletal Mount,Friendly,31
8885,Riding Raptor,Friendly,31
8886,Deviate Python,Wailing Caverns,229
8888,Franclorn Forgewright,Friendly,31
8889,Anvilrage Overseer,"Dwarf, Dark Iron",48
8890,Anvilrage Warden,"Dwarf, Dark Iron",48
8891,Anvilrage Guardsman,"Dwarf, Dark Iron",48
8892,Anvilrage Footman,"Dwarf, Dark Iron",48
8893,Anvilrage Soldier,"Dwarf, Dark Iron",48
8894,Anvilrage Medic,"Dwarf, Dark Iron",48
8895,Anvilrage Officer,"Dwarf, Dark Iron",48
8896,Shadowforge Peasant,"Dwarf, Dark Iron",48
8897,Doomforge Craftsman,"Dwarf, Dark Iron",48
8898,Anvilrage Marshal,"Dwarf, Dark Iron",48
8899,Doomforge Dragoon,"Dwarf, Dark Iron",48
8900,Doomforge Arcanasmith,"Dwarf, Dark Iron",48
8901,Anvilrage Reservist,"Dwarf, Dark Iron",48
8902,Shadowforge Citizen,"Dwarf, Dark Iron",48
8903,Anvilrage Captain,"Dwarf, Dark Iron",48
8904,Shadowforge Senator,"Dwarf, Dark Iron",48
8905,Warbringer Construct,"Dwarf, Dark Iron",48
8906,Ragereaver Golem,"Dwarf, Dark Iron",48
8907,Wrath Hammer Construct,"Dwarf, Dark Iron",48
8908,Molten War Golem,"Dwarf, Dark Iron",48
8909,Fireguard,"Dwarf, Dark Iron",48
8910,Blazing Fireguard,"Dwarf, Dark Iron",48
8911,Fireguard Destroyer,"Dwarf, Dark Iron",48
8912,Twilight's Hammer Torturer,"Dwarf, Dark Iron",48
8913,Twilight Emissary,"Dwarf, Dark Iron",48
8914,Twilight Bodyguard,"Dwarf, Dark Iron",48
8915,Twilight's Hammer Ambassador,"Dwarf, Dark Iron",48
8916,Arena Spectator,"Dwarf, Dark Iron",48
8917,Quarry Slave,Creature,7
8920,Weapon Technician,"Dwarf, Dark Iron",48
8921,Bloodhound,"Dwarf, Dark Iron",48
8922,Bloodhound Mastiff,"Dwarf, Dark Iron",48
8923,Panzor the Invincible,Monster,14
8924,The Behemoth,Monster,14
8925,Dredge Worm,Monster,14
8926,Deep Stinger,Monster,14
8927,Dark Screecher,Monster,14
8928,Burrowing Thundersnout,Monster,14
8929,Princess Moira Bronzebeard,"Dwarf, Dark Iron",48
8931,Innkeeper Heather,Stormwind,72
8932,Borer Beetle,Monster,14
8933,Cave Creeper,Monster,14
8934,Christopher Hewen,Stormwind,72
8937,Pet Bomb,Beast - Wolf,29
8956,Angerclaw Bear,Beast - Bear,37
8957,Angerclaw Grizzly,Beast - Bear,37
8958,Angerclaw Mauler,Beast - Bear,37
8959,Felpaw Wolf,Beast - Wolf,29
8960,Felpaw Scavenger,Beast - Wolf,29
8961,Felpaw Ravager,Beast - Wolf,29
8962,Hilary,Friendly,31
8963,Effsee,Friendly,31
8965,Shawn,Friendly,31
8977,Krom'Grul,Ogre,38
8978,Thauris Balgarr,"Dwarf, Dark Iron",48
8979,Gruklash,"Orc, Blackrock",34
8980,Firegut Captain,Monster,14
